"Region: PAC"
"Geographic Zones: All"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 42294"
"#Species Reported: 466"
"Average Species Reported on a Survey by Expert Surveyors: 23.37"
"Average Species Reported on a Survey by Novice Surveyors: 15.76"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
356,0326,"Spinyhead Sculpin, (Dasycottus setiger)","Sculpin, (Cottidae)",0.03,1.08,0.04,1.11,0.02,1
357,0040,"Spotfin Croaker, (Roncador stearnsii)","Drum, (Sciaenidae)",0.03,2.33,0.03,2.17,0.03,2.5
358,0536,"Unidentified Salmon, (Oncorhynchus sp.)","Trout, (Salmonidae)",0.03,1.5,0.06,1.42,0.01,2
359,0513,"Alaskan Ronquil, (Bathymaster caeruleofasciatus)","Ronquil, (Bathymasteridae)",0.02,1.75,0.02,1.4,0.01,2.33
360,0215,"Black Prickleback, (Xiphister atropurpureus)","Prickleback, (Stichaeidae)",0.02,1.14,0.03,1.14,0,0
361,0495,"Blackfin Sculpin, (Malacocottus kincaidi)","Sculpin, (Cottidae)",0.02,1.5,0.04,1.44,0,2
362,0479,"Chinook Salmon Juvenile, (Oncorhynchus tshawytscha)","Trout, (Salmonidae)",0.02,1.67,0.04,1.5,0,3
363,0378,"Cutthroat Trout, (Oncorhynchus clarkii)","Trout, (Salmonidae)",0.02,1.2,0.02,1,0.02,1.4
364,0238,"Dusky Rockfish, (Sebastes ciliatus)","Scorpionfish, (Scorpaenidae)",0.02,2,0.03,2.14,0,1
365,0245,"Greenstriped Rockfish, (Sebastes elongatus)","Scorpionfish, (Scorpaenidae)",0.02,1.5,0.02,1.25,0.02,1.75
366,0391,"Longnose Puffer, (Sphoeroides lobatus)","Puffer, (Tetraodontidae)",0.02,1.11,0.02,1,0.02,1.2
367,0365,"Rockhead, (Bothragonus swanii)","Poacher, (Agonidae)",0.02,1,0.03,1,0.02,1
368,0300,"Roughspine Sculpin, (Triglops macellus)","Sculpin, (Cottidae)",0.02,1.33,0.02,1.4,0.02,1.25
369,0375,"Sharpchin Rockfish, (Sebastes zacentrus)","Scorpionfish, (Scorpaenidae)",0.02,2.13,0.03,2,0.01,2.5
370,0384,"Sharpnose Sculpin, (Clinocottus acuticeps)","Sculpin, (Cottidae)",0.02,1.8,0.04,1.78,0,2
371,0323,"Soft Sculpin, (Psychrolutes sigalutes)","Sculpin, (Cottidae)",0.02,1.33,0.03,1.43,0.01,1
372,0330,"Squarespot Rockfish, (Sebastes hopkinsi)","Scorpionfish, (Scorpaenidae)",0.02,2.3,0.05,2.3,0,0
373,0512,"Stripetail Rockfish YOY, (Sebastes saxicola)","Scorpionfish, (Scorpaenidae)",0.02,3.13,0.03,3.14,0,3
374,0367,"Surf Smelt, (Hypomesus pretiosus)","Smelts, (Osmeridae)",0.02,2.43,0.02,2,0.01,3
375,0335,"Threadfin Sculpin, (Icelinus filamentosus)","Sculpin, (Cottidae)",0.02,1.11,0.02,1,0.02,1.25
376,0336,"Tidepool Snailfish, (Liparis florae)","Snailfish, (Cyclopteridae)",0.02,1.14,0.02,1.2,0.01,1
377,0494,"Treefish YOY, (Sebastes serriceps (YOY))","Scorpionfish, (Scorpaenidae)",0.02,1.88,0.04,1.88,0,0
378,0339,"White Croaker, (Genyonemus lineatus)","Drum, (Sciaenidae)",0.02,2,0.03,2,0.01,2
379,0207,"Barred Pipefish, (Syngnathus auliscus)","Pipefish & Seahorse, (Syngnathidae)",0.01,1,0,1,0.01,1
380,0505,"Bigeye Poacher, (Bathyagonus pentacanthus)","Poacher, (Agonidae)",0.01,1,0.01,1,0.01,1
381,0084,"Brown Smoothhound, (Mustelus henlei)","Requiem Shark, (Carcharhinidae)",0.01,2,0,0,0.01,2
382,0377,"Bull Sculpin, (Enophrys taurina)","Sculpin, (Cottidae)",0.01,1,0.01,1,0,0
383,0471,"Calico Surfperch, (Amphisticus koelzi)","Surfperch, (Embiotocidae)",0.01,1.33,0,0,0.01,1.33
384,0131,"California Clingfish, (Gobiesox rhessodon)","Clingfish, (Gobiesocidae)",0.01,1,0.01,1,0.01,1
385,0473,"California Grunion, (Leuresthes tenuis)","Neotropical Silversides, (Atherinopsidae)",0.01,3.2,0,4,0.02,3
386,0545,"Cheekspot Goby, (Ilypnus gilberti)","Goby, (Gobiidae)",0.01,1.5,0.02,1.5,0,0
387,0383,"Chillipepper, (Sebastes goodei)","Scorpionfish, (Scorpaenidae)",0.01,2.75,0.02,2.75,0,0
388,0354,"Chinook Salmon, (Oncorhynchus tshawytscha)","Trout, (Salmonidae)",0.01,1.67,0.02,1.25,0.01,2.5
389,0477,"Coho Salmon, (Oncorhynchus kisutch)","Trout, (Salmonidae)",0.01,1.33,0.02,1.4,0,1
390,0233,"Curlfin Sole, (Pleuronichthys decurrens)","Righteye Flounder, (Pleuronectidae)",0.01,1.5,0.01,1.5,0.02,1.5
391,0237,"Dover Sole, (Microstomus pacificus)","Righteye Flounder, (Pleuronectidae)",0.01,1,0.02,1,0,0
392,0241,"Flag Rockfish, (Sebastes rubrivinctus)","Scorpionfish, (Scorpaenidae)",0.01,1.33,0.01,1.5,0,1
393,0356,"Fluffy Sculpin, (Oligocottus snyderi)","Sculpin, (Cottidae)",0.01,1.75,0,1,0.01,2
394,0498,"Fringed Sculpin, (Icelinus fimbriatus)","Sculpin, (Cottidae)",0.01,1.2,0.01,1.33,0.01,1
395,0242,"Giant Wrymouth, (Cryptacanthodes giganteus)","Wrymouth, (Cryptacanthodidae)",0.01,1,0,1,0.01,1
396,0154,"Green Crab, (Carcinus maenas)","Arthropods, (Arthropoda)",0.01,2.25,0,0,0.03,2.25
397,0252,"Kelp Clingfish, (Rimicola muscarum)","Clingfish, (Gobiesocidae)",0.01,1,0.02,1,0.01,1
398,0012,"Kelp Gunnel, (Ulvicola sanctaerosae)","Gunnel, (Pholidae)",0.01,1.17,0.02,1,0.01,1.5
399,0253,"Kelp Pipefish, (Syngnathus californiensis)","Pipefish & Seahorse, (Syngnathidae)",0.01,1.67,0.01,1,0,3
400,0362,"Medusa Fish, (Icichthys lockingtoni)","Medusa fish, (Centrolophidae)",0.01,1.5,0,2,0.01,1.33
401,0268,"Mussel Blenny, (Hypsoblennius jenkinsi)","Combtooth Blenny, (Blenniidae)",0.01,1.25,0.01,1.33,0,1
402,0101,"Pacific Bonito, (Sarda chiliensis)","Mackerel, (Scombridae)",0.01,2.33,0.01,3,0.02,2
403,0466,"Pacific Pompano, (Peprilus simillimus)","Butterfishes, (Stromateidae)",0.01,2.5,0.02,2.5,0,0
404,0279,"Pelagic Stingray, (Dasyatis violacea)","Stingray, (Dasyatidae)",0.01,1.2,0.01,1,0.01,1.33
405,0514,"Prowfish, (Zaprora silenus)","Prowfish, (Zaproridae)",0.01,1.5,0,0,0.02,1.5
406,0290,"Redtail Surfperch, (Amphistichus rhodoterus)","Surfperch, (Embiotocidae)",0.01,2.75,0.01,3,0,2
407,0292,"Rex Sole, (Glyptocephalus zachirus)","Righteye Flounder, (Pleuronectidae)",0.01,1,0.02,1,0,0
408,0295,"Rock Prickleback, (Xiphister mucosus)","Prickleback, (Stichaeidae)",0.01,1,0.01,1,0.01,1
409,0361,"Silver Surfperch, (Hyperprosopon ellipticum)","Surfperch, (Embiotocidae)",0.01,2.67,0.01,3,0.02,2.5
410,0318,"Slipskin Snailfish, (Liparis fucensis)","Snailfish, (Cyclopteridae)",0.01,1.25,0,1,0.01,1.33
411,0325,"Specklefin Midshipman, (Porichthys myriaster)","Toadfish, (Batrachoididae)",0.01,1,0.01,1,0,1
412,0462,"Spotfin surfperch, (Hyperprosopon anale)","Surfperch, (Embiotocidae)",0.01,2.4,0.01,2.5,0.01,2.33
413,0329,"Spotted Snailfish, (Liparis callyodon)","Snailfish, (Cyclopteridae)",0.01,1,0.01,1,0,0
414,0331,"Starry Skate, (Raja stellulata)","Skate, (Rajidae)",0.01,1,0,1,0.01,1
415,0349,"Striped Bass, (Morone saxatilis)","Temperate Bass, (Moronidae)",0.01,1.33,0,0,0.01,1.33
416,0465,"Thornback Sculpin, (Paricelinus hopliticus)","Sculpin, (Cottidae)",0.01,1.33,0.03,1.33,0,0
417,0535,"Tiger Rockfish YOY, (Sebastes nigrocinctus)","Scorpionfish, (Scorpaenidae)",0.01,1,0.02,1,0,0
418,0497,"Unidentified Greenling, ()","Greenling, (Hexagrammidae)",0.01,1.67,0.01,2,0,1
419,0503,"White Sturgeon, (Acipenser transmontanus)","Sturgeon, (Acipenseridae)",0.01,1,0,1,0.01,1
420,0533,"Whitetail Damselfish, (Stegastes leucorus)","Damselfish, (Pomacentridae)",0.01,1.33,0.01,1.5,0,1
421,0376,"Yellowchin Sculpin, (Icelinus quadriseriatus)","Sculpin, (Cottidae)",0.01,2,0.01,2,0,0
422,0486,"Argus Moray, (Muraena argus)","Moray, (Muraenidae)",0,1,0,1,0,1
423,0355,"Arrow Goby, (Clevelandia ios)","Goby, (Gobiidae)",0,2,0,0,0.01,2
424,0206,"Barcheek Pipefish, (Syngnathus exilis)","Pipefish & Seahorse, (Syngnathidae)",0,1,0,1,0,1
425,0020,"Bigmouth Sole, (Hippoglossina stomata)","Lefteye Flounder, (Bothidae)",0,1,0,1,0,1
426,0223,"Broomtail Grouper, (Mycteroperca xenarcha)","Sea Bass, (Serranidae)",0,1,0,0,0.01,1
427,0225,"Bullseye Puffer, (Sphoeroides annulatus)","Puffer, (Tetraodontidae)",0,1,0,1,0,0
428,0500,"Butter Sole, (Pleuronectes isolepsis)","Righteye Flounder, (Pleuronectidae)",0,1.5,0.01,1.5,0,0
429,0228,"California Skate, (Raja inornata)","Skate, (Rajidae)",0,1,0,1,0,1
430,0229,"Catalina Conger, (Gnathophis catalinensis)","Conger Eel, (Congridae)",0,1,0,1,0,1
431,0368,"Chum Salmon, (Oncorhynchus keta)","Trout, (Salmonidae)",0,3,0,3,0,0
432,0547,"Cortez Angelfish, (Pomacanthus zonipectus)","Angelfish, (Pomacanthidae)",0,1,0,1,0,0
433,0381,"Dolly Varden, (Salvelinus malma)","Trout, (Salmonidae)",0,2,0,0,0,2
434,0363,"Eulachon, (Thaleichthys pacificus)","Smelts, (Osmeridae)",0,4,0,0,0,4
435,0541,"Flathead Sole, (Hippoglossoides elassodon)","Righteye Flounder, (Pleuronectidae)",0,2,0.01,2,0,0
436,0244,"Green Jack, (Caranx caballus)","Jack, (Carangidae)",0,1,0,0,0,1
437,0504,"Green Sturgeon, (Acipenser medirostris)","Sturgeon, (Acipenseridae)",0,1,0,0,0,1
438,0248,"Gulf Grouper, (Mycteroperca jordani)","Sea Bass, (Serranidae)",0,1,0,0,0,1
439,0540,"Hundred-fathom Codling, (Physiculus rastrelliger)","Cod, (Gadidae)",0,1,0,0,0,1
440,0264,"Mexican Goatfish, (Mulloidichthys dentatus)","Goatfish, (Mullidae)",0,2,0,0,0,2
441,0273,"Pacific Hake, (Merluccius productus)","Cod, (Gadidae)",0,1,0,1,0,0
442,0544,"Pacific Lamprey, (Entosphenus tridentatus)","Lamprey, (Petromyzontidae)",0,1,0,1,0,0
443,0543,"Panamic Fanged Blenny, (Ophioblennius steindachneri)","Combtooth Blenny, (Blenniidae)",0,1,0,1,0,0
444,0380,"Pink Salmon, (Oncorhynchus gorbuscha)","Trout, (Salmonidae)",0,1.5,0,1,0,2
445,0549,"Pit-head Sculpin, (Icelinus cavifrons)","Sculpin, (Cottidae)",0,1.5,0.01,1.5,0,0
446,0281,"Popeye Catalufa, (Pristigenys serrula)","Bigeye, (Priacanthidae)",0,1,0,1,0,0
447,0357,"Prickly Sculpin, (Cottus asper)","Sculpin, (Cottidae)",0,1,0,0,0,1
448,0390,"Puget Sound Sculpin, (Ruscarius meanyi)","Sculpin, (Cottidae)",0,2,0,2,0,0
449,0284,"Purple Brotula, (Oligopus diagrammus)","Viviparous Brotula, (Bythitidae)",0,1,0,0,0,1
450,0510,"Pygmy Rockfish YOY, (Sebastes wilsoni)","Scorpionfish, (Scorpaenidae)",0,3,0,3,0,0
451,0511,"Redbanded Rockfish, (Sebastes babcocki)","Scorpionfish, (Scorpaenidae)",0,1,0,0,0,1
452,0294,"Ribbon Prickleback, (Phytichthys chirus)","Prickleback, (Stichaeidae)",0,1,0.01,1,0,0
453,0077,"Roughcheek Sculpin, (Ruscarius creaseri)","Sculpin, (Cottidae)",0,2,0,2,0,2
454,0299,"Roughjaw Frogfish, (Antennarius avalonis)","Frogfish, (Antennariidae)",0,1,0,1,0,0
455,0463,"Sablefish, (Anoplopoma fibria)","Sablefish, (Anoplopomatidae)",0,1,0.01,1,0,0
456,0366,"Saddleback Sculpin, (Oligocottus rimensis)","Sculpin, (Cottidae)",0,1,0,1,0,1
457,0303,"Scalloped Hammerhead, (Sphyrna lewini)","Hammerhead, (Sphyrnidae)",0,1.5,0,0,0.01,1.5
458,0455,"Sea Turtle sp. (unidentified), ()","Sea Turtles, (Cheloniidae)",0,1,0,0,0,1
459,0308,"Shortspine Thornyhead, (Sebastolobus alascanus)","Scorpionfish, (Scorpaenidae)",0,1,0,1,0,0
460,0317,"Slimy Snailfish, (Lyparis mucosus)","Snailfish, (Cyclopteridae)",0,1,0,0,0.01,1
461,0139,"Star Studded Grouper, (Hyporthodus niphobles)","Sea Bass, (Serranidae)",0,1,0.01,1,0,0
462,0501,"Steelhead (Rainbow Trout), (Oncorhynchus mykiss)","Trout, (Salmonidae)",0,1.5,0.01,1.5,0,0
463,0360,"Striped Mullet, (Mugil cephalus)","Mullet, (Mugilidae)",0,2,0,0,0,2
464,0467,"Thresher Shark spp, (Alopias)","Mackerel Shark, (Lamnidae)",0,1,0,1,0,1
465,0548,"Two-lined Prickleback , (Esselenichthys laurae)","Prickleback, (Stichaeidae)",0,1,0,1,0,0
466,0343,"Yellowfin Tuna, (Thunnus albacares)","Mackerel, (Scombridae)",0,2,0,0,0,2
